Year    IndustryIndustryIndustryUnits   VariableVariableVariableValue   Industry_code_ANZSIC06
    2017Level 3 AA14    Poultry,Dollars H20     Non-operFinancia       8ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H21     Opening Financia     594ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H22     Closing Financia     628ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H23     Surplus Financia     290ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H24     Total asFinancia    6381ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H25     Current Financia    1672ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H26     Fixed taFinancia    3750ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H29     Other asFinancia     958ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H30     Total eqFinancia    6381ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H31     ShareholFinancia    2723ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H32     Current Financia    1638ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H33     Other liFinancia    2020ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H34     Total inFinancia  361100ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,Dollars H35     Surplus Financia   49900ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,PercentaH36     Current Financia     102ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,PercentaH37     Quick raFinancia      64ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,PercentaH39     Return oFinancia      11ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,PercentaH40     Return oFinancia       5ANZSIC06 groups A017, A018, and A019
    2017Level 3 AA14    Poultry,PercentaH41     LiabilitFinancia      43ANZSIC06 groups A017, A018, and A019
    2017Level 4 AA211   ForestryDollars H01     Total inFinancia    6036ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H04     Sales ofFinancia    4671ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H05     InterestFinancia      38ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H06     GovernmeFinancia       3ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H07     Non-operFinancia    1324ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H08     Total exFinancia    3941ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H09     InterestFinancia     184ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H10     IndirectFinancia      18ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H11     DepreciaFinancia     156ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H12     SalariesFinancia     352ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H13     RedundanFinancia       0ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H19     PurchaseFinancia    3051ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H20     Non-operFinancia     180ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H21     Opening Financia     191ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H22     Closing Financia     218ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H23     Surplus Financia    2122ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H24     Total asFinancia   19559ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H25     Current Financia    2141ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H26     Fixed taFinancia    3765ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H29     Other asFinancia   13654ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H30     Total eqFinancia   19559ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H31     ShareholFinancia   12647ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H32     Current Financia    2531ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H33     Other liFinancia    4382ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H34     Total inFinancia 1239800ANZSIC06 group A030
    2017Level 4 AA211   ForestryDollars H35     Surplus Financia  435800ANZSIC06 group A030
    2017Level 4 AA211   ForestryPercentaH36     Current Financia      85ANZSIC06 group A030
    2017Level 4 AA211   ForestryPercentaH37     Quick raFinancia      76ANZSIC06 group A030
    2017Level 4 AA211   ForestryPercentaH39     Return oFinancia      17ANZSIC06 group A030
    2017Level 4 AA211   ForestryPercentaH40     Return oFinancia      11ANZSIC06 group A030
    2017Level 4 AA211   ForestryPercentaH41     LiabilitFinancia      65ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H01     Total inFinancia    6036ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H04     Sales ofFinancia    4671ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H05     InterestFinancia      38ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H06     GovernmeFinancia       3ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H07     Non-operFinancia    1324ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H08     Total exFinancia    3941ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H09     InterestFinancia     184ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H10     IndirectFinancia      18ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H11     DepreciaFinancia     156ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H12     SalariesFinancia     352ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H13     RedundanFinancia       0ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H19     PurchaseFinancia    3051ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H20     Non-operFinancia     180ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H21     Opening Financia     191ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H22     Closing Financia     218ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H23     Surplus Financia    2122ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H24     Total asFinancia   19559ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H25     Current Financia    2141ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H26     Fixed taFinancia    3765ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H29     Other asFinancia   13654ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H30     Total eqFinancia   19559ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H31     ShareholFinancia   12647ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H32     Current Financia    2531ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H33     Other liFinancia    4382ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H34     Total inFinancia 1239800ANZSIC06 group A030
    2017Level 3 AA21    ForestryDollars H35     Surplus Financia  435800ANZSIC06 group A030
    2017Level 3 AA21    ForestryPercentaH36     Current Financia      85ANZSIC06 group A030
    2017Level 3 AA21    ForestryPercentaH37     Quick raFinancia      76ANZSIC06 group A030
    2017Level 3 AA21    ForestryPercentaH39     Return oFinancia      17ANZSIC06 group A030
    2017Level 3 AA21    ForestryPercentaH40     Return oFinancia      11ANZSIC06 group A030
    2017Level 3 AA21    ForestryPercentaH41     LiabilitFinancia      65ANZSIC06 group A030
    2017Level 3 AA31    Fishing Dollars H01     Total inFinancia    1278ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H04     Sales, gFinancia    1228ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H05     InterestFinancia      20ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H07     Non-operFinancia      30ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H08     Total exFinancia    1151ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H09     InterestFinancia      20ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H10     IndirectFinancia      24ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H11     DepreciaFinancia      58ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H12     SalariesFinancia     178ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H13     RedundanFinancia       0ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H19     PurchaseFinancia     797ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H20     Non-operFinancia      75ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H21     Opening Financia     138ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H22     Closing Financia     168ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H23     Surplus Financia     158ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H24     Total asFinancia    1964ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H25     Current Financia     490ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H26     Fixed taFinancia     531ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H29     Other asFinancia     943ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H30     Total eqFinancia    1964ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H31     ShareholFinancia     856ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H32     Current Financia     486ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H33     Other liFinancia     623ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H34     Total inFinancia  444900ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing Dollars H35     Surplus Financia   55100ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing PercentaH36     Current Financia     101ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing PercentaH37     Quick raFinancia      66ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing PercentaH39     Return oFinancia      19ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing PercentaH40     Return oFinancia       8ANZSIC06 groups A020 and A041
    2017Level 3 AA31    Fishing PercentaH41     LiabilitFinancia      44ANZSIC06 groups A020 and A041
    2017Level 3 AA32    AgricultDollars H01     Total inFinancia    3786ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H04     Sales ofFinancia    3700ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H05     InterestFinancia      17ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H06     GovernmeFinancia       5ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H07     Non-operFinancia      64ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H08     Total exFinancia    3428ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H09     InterestFinancia      97ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H10     IndirectFinancia      15ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H11     DepreciaFinancia     241ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H12     SalariesFinancia    1107ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H13     RedundanFinancia       0ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H19     PurchaseFinancia    1950ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H20     Non-operFinancia      19ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H21     Opening Financia     224ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H22     Closing Financia     242ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H23     Surplus Financia     376ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H24     Total asFinancia    5219ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H25     Current Financia    1286ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H26     Fixed taFinancia    3074ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H29     Other asFinancia     859ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H30     Total eqFinancia    5219ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H31     ShareholFinancia    2058ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H32     Current Financia    1433ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H33     Other liFinancia    1728ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H34     Total inFinancia  143500ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultDollars H35     Surplus Financia   14300ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultPercentaH36     Current Financia      90ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultPercentaH37     Quick raFinancia      73ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultPercentaH39     Return oFinancia      18ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultPercentaH40     Return oFinancia       7ANZSIC06 groups A042, A051, and A052
    2017Level 3 AA32    AgricultPercentaH41     LiabilitFinancia      39ANZSIC06 groups A042, A051, and A052
    2017Level 1 AA      AgricultDollars H01     Total inFinancia   40336ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H04     Sales ofFinancia   37343ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H05     InterestFinancia     511ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H06     GovernmeFinancia       8ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H07     Non-operFinancia    2474ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H08     Total exFinancia   34128ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H09     InterestFinancia    2882ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H10     IndirectFinancia     462ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H11     DepreciaFinancia    1877ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H12     SalariesFinancia    4910ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H13     RedundanFinancia       1ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H19     PurchaseFinancia   23628ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H20     Non-operFinancia     369ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H21     Opening Financia   14164ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H22     Closing Financia   14629ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H23     Surplus Financia    6673ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H24     Total asFinancia  166998ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H25     Current Financia   31108ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H26     Fixed taFinancia   95075ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H29     Other asFinancia   40814ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H30     Total eqFinancia  166998ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H31     ShareholFinancia   78865ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H32     Current Financia   28592ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H33     Other liFinancia   59541ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H34     Total inFinancia  362400ANZSIC06 division A
    2017Level 1 AA      AgricultDollars H35     Surplus Financia   59900ANZSIC06 division A
